Fips,County name,2023 Typology,Total ,Biden ,Trump
48317,"Martin County, Texas",Hispanic Centers,2160,288,1857
48319,"Mason County, Texas",Aging Farmlands,2474,457,1991
48321,"Matagorda County, Texas",Hispanic Centers,13727,3733,9845
48323,"Maverick County, Texas",Hispanic Centers,15346,8332,6881
48325,"Medina County, Texas",Hispanic Centers,22657,6773,15642
48327,"Menard County, Texas",Graying America,1028,197,823
48329,"Midland County, Texas",Hispanic Centers,58859,12329,45624
48331,"Milam County, Texas",Working Class Country,10578,2496,7984
48333,"Mills County, Texas",Graying America,2505,271,2217
48335,"Mitchell County, Texas",Hispanic Centers,2579,397,2170
48337,"Montague County, Texas",Evangelical Hubs,9819,1097,8615
48339,"Montgomery County, Texas",Urban Burbs,271543,74377,193382
48341,"Moore County, Texas",Hispanic Centers,5508,1062,4359
48343,"Morris County, Texas",Working Class Country,5587,1669,3872
48345,"Motley County, Texas",Aging Farmlands,652,46,604
48347,"Nacogdoches County, Texas",College Towns,26785,9000,17378
48349,"Navarro County, Texas",Hispanic Centers,19123,5101,13800
48351,"Newton County, Texas",Evangelical Hubs,6094,1173,4882
48353,"Nolan County, Texas",Hispanic Centers,5357,1162,4131
48355,"Nueces County, Texas",Hispanic Centers,127322,60925,64617
48357,"Ochiltree County, Texas",Hispanic Centers,3156,302,2812
48359,"Oldham County, Texas",Aging Farmlands,1009,81,917
48361,"Orange County, Texas",Working Class Country,35994,6357,29186
48363,"Palo Pinto County, Texas",Working Class Country,12489,2178,10179
48365,"Panola County, Texas",Evangelical Hubs,11451,2057,9326
48367,"Parker County, Texas",Exurbs,76128,13017,62045
48369,"Parmer County, Texas",Hispanic Centers,2650,488,2135
48371,"Pecos County, Texas",Hispanic Centers,4668,1382,3215
48373,"Polk County, Texas",Evangelical Hubs,24186,5387,18573
48375,"Potter County, Texas",Hispanic Centers,33337,9921,22820
48377,"Presidio County, Texas",Hispanic Centers,2217,1463,721
48379,"Rains County, Texas",Evangelical Hubs,6053,842,5155
48381,"Randall County, Texas",Exurbs,64674,12802,50796
48383,"Reagan County, Texas",Hispanic Centers,1124,172,942
48385,"Real County, Texas",Graying America,1982,320,1643
48387,"Red River County, Texas",Evangelical Hubs,5806,1246,4517
48389,"Reeves County, Texas",Hispanic Centers,3689,1395,2254
48391,"Refugio County, Texas",Hispanic Centers,3366,1108,2210
48393,"Roberts County, Texas",Aging Farmlands,550,17,529
48395,"Robertson County, Texas",Graying America,8099,2374,5646
48397,"Rockwall County, Texas",Urban Burbs,53891,16412,36726
48399,"Runnels County, Texas",Working Class Country,4409,552,3807
48401,"Rusk County, Texas",Working Class Country,21377,4629,16534
48403,"Sabine County, Texas",Graying America,5491,669,4784
48405,"San Augustine County, Texas",Working Class Country,4002,980,3007
48407,"San Jacinto County, Texas",Working Class Country,12640,2337,10161
48409,"San Patricio County, Texas",Hispanic Centers,25891,8988,16516
48411,"San Saba County, Texas",Aging Farmlands,2602,287,2308
48413,"Schleicher County, Texas",Hispanic Centers,1159,211,940
48415,"Scurry County, Texas",Hispanic Centers,5870,818,4983
48417,"Shackelford County, Texas",Working Class Country,1628,130,1484
48419,"Shelby County, Texas",Working Class Country,10087,2068,7975
48421,"Sherman County, Texas",Hispanic Centers,992,91,886
48423,"Smith County, Texas",Exurbs,100089,29615,69080
48425,"Somervell County, Texas",Exurbs,4947,768,4105
48427,"Starr County, Texas",Hispanic Centers,17525,9123,8247
48429,"Stephens County, Texas",Graying America,3800,397,3385
48431,"Sterling County, Texas",Hispanic Centers,639,51,584
48433,"Stonewall County, Texas",Aging Farmlands,736,116,615
48435,"Sutton County, Texas",Hispanic Centers,1557,322,1222
48437,"Swisher County, Texas",Hispanic Centers,2355,478,1845
48439,"Tarrant County, Texas",Big Cities,834697,411567,409741
48441,"Taylor County, Texas",Military Posts,55135,14588,39547
48443,"Terrell County, Texas",Aging Farmlands,458,119,334
48445,"Terry County, Texas",Hispanic Centers,3612,757,2812
48447,"Throckmorton County, Texas",Aging Farmlands,894,82,806
48449,"Titus County, Texas",Hispanic Centers,10541,2856,7570
48451,"Tom Green County, Texas",Military Posts,45210,12239,32313
48453,"Travis County, Texas",Big Cities,608575,435860,161337
48455,"Trinity County, Texas",Working Class Country,6938,1323,5579
48457,"Tyler County, Texas",Evangelical Hubs,9660,1403,8194
48459,"Upshur County, Texas",Evangelical Hubs,18892,2877,15809
48461,"Upton County, Texas",Hispanic Centers,1368,170,1178
48463,"Uvalde County, Texas",Hispanic Centers,10344,4073,6174
48465,"Val Verde County, Texas",Hispanic Centers,15280,6771,8284
48467,"Van Zandt County, Texas",Evangelical Hubs,26029,3516,22270
48469,"Victoria County, Texas",Hispanic Centers,34188,10380,23358
48471,"Walker County, Texas",College Towns,23612,7884,15375
48473,"Waller County, Texas",Exurbs,22734,8191,14260
48475,"Ward County, Texas",Hispanic Centers,4060,764,3241
48477,"Washington County, Texas",Working Class Country,17427,4261,12959
48479,"Webb County, Texas",Hispanic Centers,68397,41820,25898
48481,"Wharton County, Texas",Hispanic Centers,16761,4694,11926
48483,"Wheeler County, Texas",Evangelical Hubs,2337,168,2159
48485,"Wichita County, Texas",Military Posts,46040,13161,32069
48487,"Wilbarger County, Texas",Graying America,4524,956,3524
48489,"Willacy County, Texas",Hispanic Centers,5549,3108,2441
48491,"Williamson County, Texas",Urban Burbs,289555,143795,139729
48493,"Wilson County, Texas",Exurbs,25013,6350,18463
48495,"Winkler County, Texas",Hispanic Centers,2126,358,1753
48497,"Wise County, Texas",Exurbs,32365,4973,27032
48499,"Wood County, Texas",Working Class Country,22779,3509,19049
48501,"Yoakum County, Texas",Hispanic Centers,2631,420,2174
48503,"Young County, Texas",Evangelical Hubs,8239,1034,7110
48505,"Zapata County, Texas",Hispanic Centers,3874,1826,2033
48507,"Zavala County, Texas",Hispanic Centers,4379,2864,1490
49001,"Beaver County, Utah",LDS Enclaves,3100,357,2695
49003,"Box Elder County, Utah",LDS Enclaves,27320,4473,21548
49005,"Cache County, Utah",LDS Enclaves,58358,16650,38032
49007,"Carbon County, Utah",LDS Enclaves,9369,2392,6693
49009,"Daggett County, Utah",LDS Enclaves,622,111,496
49011,"Davis County, Utah",LDS Enclaves,173434,57411,104135
49013,"Duchesne County, Utah",LDS Enclaves,8562,843,7513
49015,"Emery County, Utah",LDS Enclaves,4898,572,4207
49017,"Garfield County, Utah",LDS Enclaves,2732,514,2158
49019,"Grand County, Utah",LDS Enclaves,5205,2806,2248
49021,"Iron County, Utah",LDS Enclaves,25104,4892,18989
49023,"Juab County, Utah",LDS Enclaves,5903,645,5087
49025,"Kane County, Utah",LDS Enclaves,4205,1083,2998
49027,"Millard County, Utah",LDS Enclaves,6190,624,5404
49029,"Morgan County, Utah",LDS Enclaves,6606,1086,5181
49031,"Piute County, Utah",LDS Enclaves,871,86,773
49033,"Rich County, Utah",LDS Enclaves,1363,180,1157
49035,"Salt Lake County, Utah",LDS Enclaves,546581,289906,230174
49037,"San Juan County, Utah",Native American Lands,6904,3113,3535
49039,"Sanpete County, Utah",LDS Enclaves,12631,1794,10459
49041,"Sevier County, Utah",LDS Enclaves,10363,1084,9052
49043,"Summit County, Utah",LDS Enclaves,26289,15244,10252
49045,"Tooele County, Utah",LDS Enclaves,31518,8943,21014
49047,"Uintah County, Utah",LDS Enclaves,15370,1663,13261
49049,"Utah County, Utah",LDS Enclaves,289101,76033,192812
49051,"Wasatch County, Utah",LDS Enclaves,17790,6187,10795
49053,"Washington County, Utah",LDS Enclaves,91160,20530,67294
49055,"Wayne County, Utah",LDS Enclaves,1630,365,1229
49057,"Weber County, Utah",LDS Enclaves,112649,40695,65949
50001,"Addison County, Vermont",Graying America,22022,14967,6292
50003,"Bennington County, Vermont",Graying America,20462,12705,7114
50005,"Caledonia County, Vermont",Graying America,16169,9011,6551
50007,"Chittenden County, Vermont",College Towns,98915,74961,21017
50009,"Essex County, Vermont",Graying America,3288,1405,1773
50011,"Franklin County, Vermont",Rural Middle America,25830,13611,11274
50013,"Grand Isle County, Vermont",Graying America,4851,2905,1810
50015,"Lamoille County, Vermont",Graying America,14915,10240,4163
50017,"Orange County, Vermont",Graying America,17122,10304,6187
50019,"Orleans County, Vermont",Graying America,14096,7147,6512
50021,"Rutland County, Vermont",Graying America,33970,18230,14672
50023,"Washington County, Vermont",Graying America,35307,25191,8928
50025,"Windham County, Vermont",Graying America,26035,18767,6440
50027,"Windsor County, Vermont",Graying America,34446,23376,9971
51001,"Accomack County, Virginia",Working Class Country,16962,7578,9172
51003,"Albemarle County, Virginia",College Towns,64657,42466,20804
51005,"Alleghany County, Virginia",Working Class Country,8203,2243,5859
51007,"Amelia County, Virginia",Working Class Country,7893,2411,5390
51009,"Amherst County, Virginia",Rural Middle America,17005,5672,11041
51011,"Appomattox County, Virginia",Working Class Country,9268,2418,6702
51013,"Arlington County, Virginia",Urban Burbs,130699,105344,22318
51015,"Augusta County, Virginia",Rural Middle America,42278,10840,30714
51017,"Bath County, Virginia",Graying America,2501,646,1834
51019,"Bedford County, Virginia",Rural Middle America,48669,12176,35600
51021,"Bland County, Virginia",Evangelical Hubs,3479,532,2903
51023,"Botetourt County, Virginia",Rural Middle America,21120,5700,15099
51025,"Brunswick County, Virginia",African American South,7948,4552,3357
51027,"Buchanan County, Virginia",Evangelical Hubs,9953,1587,8311
51029,"Buckingham County, Virginia",Working Class Country,8126,3471,4544
51031,"Campbell County, Virginia",Rural Middle America,29892,8070,21245
51033,"Caroline County, Virginia",Exurbs,16288,7657,8336
51035,"Carroll County, Virginia",Evangelical Hubs,15651,2842,12659
51036,"Charles City County, Virginia",African American South,4441,2624,1761
51037,"Charlotte County, Virginia",Evangelical Hubs,6191,2317,3815
51041,"Chesterfield County, Virginia",Urban Burbs,203884,106935,93326
51043,"Clarke County, Virginia",Exurbs,9337,3920,5192
51045,"Craig County, Virginia",Rural Middle America,3169,587,2536
51047,"Culpeper County, Virginia",Exurbs,27116,10617,16012
51049,"Cumberland County, Virginia",Graying America,5310,2227,3019
51051,"Dickenson County, Virginia",Evangelical Hubs,7303,1503,5748
51053,"Dinwiddie County, Virginia",Working Class Country,15092,6224,8695
51057,"Essex County, Virginia",African American South,6178,3038,3075
51059,"Fairfax County, Virginia",Urban Burbs,600823,419943,168401
51061,"Fauquier County, Virginia",Exurbs,43661,17565,25106
51063,"Floyd County, Virginia",Rural Middle America,9408,3004,6225
51065,"Fluvanna County, Virginia",Exurbs,15840,7414,8155
51067,"Franklin County, Virginia",Rural Middle America,29702,8381,20895
51069,"Frederick County, Virginia",Exurbs,48703,17207,30558
51071,"Giles County, Virginia",Rural Middle America,9176,2156,6876
51073,"Gloucester County, Virginia",Rural Middle America,22282,6964,14875
51075,"Goochland County, Virginia",Exurbs,16950,6685,9966
51077,"Grayson County, Virginia",Evangelical Hubs,8131,1535,6529
51079,"Greene County, Virginia",Exurbs,11311,4163,6866
51081,"Greensville County, Virginia",African American South,4574,2627,1914
51083,"Halifax County, Virginia",African American South,18248,7666,10418
51085,"Hanover County, Virginia",Exurbs,70967,25307,44318
51087,"Henrico County, Virginia",Urban Burbs,183152,116572,63440
51089,"Henry County, Virginia",Working Class Country,26105,9127,16725
51091,"Highland County, Virginia",Graying America,1533,417,1092
51093,"Isle of Wight County, Virginia",Exurbs,23456,9399,13707
51095,"James City County, Virginia",Urban Burbs,49622,25553,23153
51097,"King and Queen County, Virginia",Graying America,4115,1590,2450
51099,"King George County, Virginia",Military Posts,14224,5404,8446
51101,"King William County, Virginia",Exurbs,10736,3260,7320
51103,"Lancaster County, Virginia",Graying America,7152,3368,3697
51105,"Lee County, Virginia",Evangelical Hubs,9946,1489,8365
51107,"Loudoun County, Virginia",Urban Burbs,224862,138372,82088
51109,"Louisa County, Virginia",Exurbs,21915,8269,13294
51111,"Lunenburg County, Virginia",Working Class Country,6000,2418,3537
51113,"Madison County, Virginia",Rural Middle America,8129,2698,5300
51115,"Mathews County, Virginia",Graying America,5826,1825,3901
51117,"Mecklenburg County, Virginia",African American South,16204,6803,9266
51119,"Middlesex County, Virginia",Graying America,6785,2491,4196
51121,"Montgomery County, Virginia",College Towns,45037,23218,20629
51125,"Nelson County, Virginia",Graying America,9316,4327,4812
51127,"New Kent County, Virginia",Exurbs,14463,4621,9631
51131,"Northampton County, Virginia",Graying America,6732,3667,2955
51133,"Northumberland County, Virginia",Graying America,7815,3252,4485
51135,"Nottoway County, Virginia",African American South,7078,2971,4027
51137,"Orange County, Virginia",Exurbs,20742,7995,12426
51139,"Page County, Virginia",Evangelical Hubs,12514,3007,9345
51141,"Patrick County, Virginia",Rural Middle America,9534,1954,7485
51143,"Pittsylvania County, Virginia",Working Class Country,34227,10115,23751
51145,"Powhatan County, Virginia",Exurbs,19730,5320,14055
51147,"Prince Edward County, Virginia",College Towns,9574,4973,4434
51149,"Prince George County, Virginia",Military Posts,17432,7103,10103
51153,"Prince William County, Virginia",Urban Burbs,228056,142863,81222
51155,"Pulaski County, Virginia",Rural Middle America,17376,4925,12127
51157,"Rappahannock County, Virginia",Graying America,4978,2096,2812
51159,"Richmond County, Virginia",Graying America,4102,1513,2547
51161,"Roanoke County, Virginia",Middle Suburbs,57184,21801,34268
51163,"Rockbridge County, Virginia",Graying America,12373,4086,8088
51165,"Rockingham County, Virginia",Rural Middle America,43811,12644,30349
51167,"Russell County, Virginia",Evangelical Hubs,13386,2373,10879
51169,"Scott County, Virginia",Evangelical Hubs,10869,1692,9063
51171,"Shenandoah County, Virginia",Rural Middle America,23684,6836,16463
51173,"Smyth County, Virginia",Evangelical Hubs,14136,3008,10963
51175,"Southampton County, Virginia",Rural Middle America,9786,3969,5730
51177,"Spotsylvania County, Virginia",Military Posts,75317,34307,39411
51179,"Stafford County, Virginia",Military Posts,79625,40245,37636
51181,"Surry County, Virginia",African American South,4471,2397,2025
51183,"Sussex County, Virginia",African American South,5088,2827,2219
51185,"Tazewell County, Virginia",Evangelical Hubs,20134,3205,16731
51187,"Warren County, Virginia",Rural Middle America,21147,6603,14069
51191,"Washington County, Virginia",Rural Middle America,28685,6617,21679
51193,"Westmoreland County, Virginia",African American South,9933,4501,5318
51195,"Wise County, Virginia",Evangelical Hubs,16615,3110,13366
51197,"Wythe County, Virginia",Rural Middle America,15072,3143,11733
51199,"York County, Virginia",Military Posts,38787,17683,20241
51510,"Alexandria city, Virginia",Urban Burbs,82508,66240,14544
51520,"Bristol city, Virginia",Evangelical Hubs,7806,2313,5347
51530,"Buena Vista city, Virginia",College Towns,2776,825,1863
51540,"Charlottesville city, Virginia",College Towns,24205,20696,3094
51550,"Chesapeake city, Virginia",Military Posts,127108,66377,58180
51570,"Colonial Heights city, Virginia",College Towns,9146,2972,6007
51580,"Covington city, Virginia",Evangelical Hubs,2603,964,1580
51590,"Danville city, Virginia",African American South,19389,11710,7428
51595,"Emporia city, Virginia",African American South,2381,1612,754
51600,"Fairfax city, Virginia",Urban Burbs,13483,9174,4007
51610,"Falls Church city, Virginia",Urban Burbs,8819,7146,1490
51620,"Franklin city, Virginia",African American South,4058,2525,1487
51630,"Fredericksburg city, Virginia",College Towns,12862,8517,4037
51640,"Galax city, Virginia",Graying America,2638,777,1838
51650,"Hampton city, Virginia",African American South,65901,46220,18430
51660,"Harrisonburg city, Virginia",College Towns,17086,11022,5591
51670,"Hopewell city, Virginia",African American South,9608,5430,4020
51678,"Lexington city, Virginia",College Towns,2762,1791,906
51680,"Lynchburg city, Virginia",College Towns,36363,18048,17097
51683,"Manassas city, Virginia",Urban Burbs,16968,10356,6256
51685,"Manassas Park city, Virginia",Exurbs,6087,3992,1979
