Fips,YEAR,REG_VOTERS,BALLOTS_CAST,CVAP,REG_VOTERS_PCT,VOTER_TURNOUT_PCT,REG_VOTER_TURNOUT_PCT,PRES_DEM_VOTES,PRES_REP_VOTES,SEN_DEM_VOTES,SEN_REP_VOTES,PRES_DEM_RATIO,PRES_REP_RATIO,SEN_DEM_RATIO,SEN_REP_RATIO,PARTISAN_INDEX_DEM,PARTISAN_INDEX_REP
01053,2016,24374,14962,29130,0.8367319107056,0.5136285424232,0.613850831985,4605,9935,4717,10195,0.3167125284672,0.6832875013351,0.3163224160671,0.6836775541306,0.2504165172577,0.7495834827423
01055,2016,69355,44456,78725,0.8809781074524,0.5646998882294,0.640991985798,10442,32353,11981,31441,0.2440004646778,0.7559995055199,0.2759200334549,0.7240799665451,0.2172305881977,0.7827694416046
01057,2016,12155,8302,13045,0.9317746162415,0.6364124417305,0.683011114597,1362,6712,1497,6555,0.1686896234751,0.8313103914261,0.1859165430069,0.8140834569931,0.1679959595203,0.832004070282
01059,2016,19001,12207,21935,0.8662411570549,0.5565078854561,0.642439842224,2197,9466,2850,8670,0.188373491168,0.8116264939308,0.2473958283663,0.7526041865349,0.2156911492348,0.7843088507652
01061,2016,17935,11788,20490,0.875305056572,0.575305044651,0.657262325287,1525,9994,1803,9606,0.1323899626732,0.8676100373268,0.1580331325531,0.8419668674469,0.1272330284119,0.8727669715881
01063,2016,7322,4903,6535,0.9800000190735,0.750267803669,0.669625759125,4013,838,3833,918,0.8272520899773,0.1727478802204,0.806777536869,0.1932224780321,0.6202389001846,0.379761070013
01065,2016,12432,7984,11485,0.9800000190735,0.6951676011086,0.642213642597,4775,3173,4650,3206,0.600780069828,0.399219930172,0.5919042825699,0.4080957174301,0.4566642343998,0.5433357954025
01067,2016,12761,8158,13375,0.9540934562683,0.6099439263344,0.639291584492,2292,5632,2366,5506,0.2892478406429,0.7107521295547,0.3005589544773,0.699441075325,0.2446416020393,0.7553583979607
01069,2016,69602,43975,78485,0.8868191242218,0.5602981448174,0.63180655241,10664,30728,11219,30494,0.2576343119144,0.7423656582832,0.2689569294453,0.7310431003571,0.2035109251738,0.7964890599251
01071,2016,36977,21185,40670,0.909195959568,0.520899951458,0.572923719883,3673,16672,4524,15716,0.1805357635021,0.8194642663002,0.2235177904367,0.7764822244644,0.1983411610126,0.801658809185
01073,2016,456895,305821,491020,0.9305018186569,0.6228280067444,0.66934633255,156873,134768,156095,143802,0.5378976464272,0.4621023833752,0.5204953551292,0.4795046150684,0.3813635706902,0.6186364293098
01075,2016,10899,7007,10890,0.9800000190735,0.6434343457222,0.642903029919,1036,5823,1124,5629,0.1510424315929,0.8489575982094,0.1664445400238,0.8335554599762,0.1608999073505,0.8391000628471
01077,2016,60540,39876,72885,0.8306235671043,0.5471084713936,0.658671975136,9952,27899,11652,27092,0.2629256844521,0.7370743155479,0.3007433414459,0.6992566585541,0.2408799082041,0.7591201066971
01079,2016,23477,14941,25915,0.9059231877327,0.5765386819839,0.636410117149,3627,10833,4154,10155,0.2508298754692,0.7491701245308,0.2903068065643,0.7096931934357,0.2542602419853,0.7457397580147
01081,2016,103424,59529,117420,0.8808039426804,0.5069749355316,0.57558208704,21230,34617,21475,36684,0.3801457583904,0.6198542714119,0.3692463636398,0.6307536363602,0.2839312553406,0.7160687446594
01083,2016,58229,40587,68545,0.8495002985001,0.5921219587326,0.697023808956,9468,29067,10233,29203,0.2456987202168,0.7543013095856,0.2594837248325,0.7405163049698,0.1943319737911,0.8056679964066
01085,2016,10461,6757,7975,0.9800000190735,0.8472727537155,0.645922958851,4883,1751,4580,1839,0.7360566854477,0.2639433145523,0.713506758213,0.2864932119846,0.5471163392067,0.4528836607933
01087,2016,18504,9195,15760,0.9800000190735,0.5834391117096,0.496919572353,7566,1431,7442,1553,0.8409469723701,0.1590530127287,0.8273485302925,0.1726514697075,0.634033203125,0.3659668266773
01089,2016,262751,164359,265020,0.9800000190735,0.6201758384705,0.625531375408,62822,89520,62870,97796,0.4123747944832,0.5876252055168,0.3913086652756,0.6086913347244,0.2827328443527,0.7172671556473
01091,2016,16507,11063,15130,0.9800000190735,0.7311962842941,0.670200526714,5615,5233,5419,5294,0.5176069140434,0.4823930561543,0.505834043026,0.494165956974,0.3884199559689,0.6115800142288
01093,2016,20342,13105,23525,0.8646971583366,0.5570669770241,0.644233584404,1432,11274,1961,10752,0.1127026602626,0.8872973322868,0.1542515605688,0.84574842453,0.1422803401947,0.8577196598053
01095,2016,55733,35515,65775,0.8473280072212,0.5399467945099,0.637234687805,4917,29233,5898,28532,0.1439824253321,0.8560175895691,0.1713040918112,0.8286958932877,0.1339730471373,0.8660269379616
01097,2016,284776,173841,309965,0.9187359809875,0.5608407258987,0.610448241234,72186,95116,70415,96748,0.4314712285995,0.5685287714005,0.4212355613708,0.5787644386292,0.3206491470337,0.6793508529663
01099,2016,16390,10337,16665,0.9800000190735,0.6202820539474,0.630689442158,4332,5795,4255,5854,0.4277673661709,0.5722326636314,0.4209120571613,0.5790879130363,0.3227647840977,0.6772351861
01101,2016,154622,96381,167305,0.9241923689842,0.5760796070099,0.6233330369,58916,34003,57972,36477,0.6340576410294,0.365942388773,0.6137915849686,0.3862084448338,0.4404657483101,0.5595342516899
01103,2016,75787,50964,88175,0.8595066666603,0.5779869556427,0.672463595867,11254,37486,12325,37448,0.2308986485004,0.7691013813019,0.2476242184639,0.7523757815361,0.1879982054234,0.812001824379
01105,2016,8542,5299,7490,0.9800000190735,0.7074766159058,0.620346546173,3824,1407,3656,1496,0.7310265898705,0.2689734399319,0.7096273303032,0.2903726696968,0.5469008088112,0.4530991911888
01107,2016,14011,9598,15585,0.8990054726601,0.6158486008644,0.685033202171,3972,5456,3908,5382,0.4212982654572,0.5787017345428,0.4206673800945,0.5793325901031,0.3252161443233,0.674783885479
01109,2016,22557,13265,25870,0.8719366192818,0.5127561092377,0.588065803051,5056,7693,5037,7835,0.3965801298618,0.6034198999405,0.3913144767284,0.6086854934692,0.2984434962273,0.7015565037727
01111,2016,16822,10276,17345,0.969847202301,0.5924474000931,0.610866725445,2291,7705,2422,7447,0.2291916757822,0.770808339119,0.245414942503,0.7545850872993,0.2131472229958,0.7868527770042
01113,2016,36351,19371,42925,0.8468491435051,0.4512754678726,0.53288769722,9579,9210,9485,9406,0.5098195672035,0.4901804327965,0.5020909309387,0.4979090690613,0.3990665972233,0.600933432579
01115,2016,58425,38606,66070,0.8842893838882,0.5843196511269,0.66077876091,5589,31651,NA,NA,0.1500805616379,0.8499194383621,NA,NA,0.1583114117384,0.8416885733604
01117,2016,142813,101783,151940,0.9399302601814,0.6698894500732,0.712701201439,22977,73020,24429,75163,0.2393512278795,0.7606487870216,0.2452907860279,0.7547091841698,0.1583881825209,0.841611802578
01119,2016,10233,6437,10220,0.9800000190735,0.6298434734344,0.629043281078,4746,1581,4611,1656,0.7501185536385,0.2498814612627,0.7357587218285,0.2642412781715,0.5642835497856,0.4357164800167
01121,2016,53564,33629,62315,0.859568297863,0.5396614074707,0.627828419209,12121,20614,12632,20446,0.3702764511108,0.6297235488892,0.3818852305412,0.6181147694588,0.293242007494,0.7067580223083
01123,2016,30217,19545,31775,0.9509677290916,0.6151062250137,0.646821320057,5519,13594,5804,13401,0.2887563407421,0.7112436294556,0.3022129535675,0.6977870464325,0.2433599233627,0.7566400766373
01125,2016,132600,83087,156405,0.8477990031242,0.5312297940254,0.626598775387,31762,47723,31602,49923,0.3995974063873,0.6004025936127,0.3876357078552,0.6123642921448,0.2878412008286,0.7121587991714
01127,2016,46384,29490,49885,0.9298185706139,0.5911596417427,0.635779559612,4497,24266,5558,23419,0.156346693635,0.8436533212662,0.1918072998524,0.80819272995,0.1738871783018,0.826112806797
01129,2016,13669,8609,12795,0.9800000190735,0.6728409528732,0.629819273949,2374,6042,2455,5819,0.2820817530155,0.7179182767868,0.2967126071453,0.703287422657,0.247702896595,0.752297103405
01131,2016,9288,6017,8220,0.9800000190735,0.7319951057434,0.64782512188,4339,1737,3846,1815,0.7141211032867,0.2858788669109,0.6793852448463,0.3206147253513,0.5333355665207,0.4666644632816
01133,2016,16691,10383,18715,0.8918514847755,0.5547956228256,0.622071802616,872,9228,1269,8817,0.0863366350532,0.9136633872986,0.1258179694414,0.8741820454597,0.1055418401957,0.8944581747055
04001,2016,53020,28492,50360,0.9800000190735,0.565766453743,0.537382125854,17083,8240,92230,39720,0.6746041178703,0.3253958821297,0.6989768743515,0.3010231256485,0.6826323270798,0.3173676431179
04003,2016,75256,50601,92065,0.8174224495888,0.5496225357056,0.672384917736,17450,28092,52914,82881,0.3831627964973,0.6168372035027,0.3896608948708,0.6103391051292,0.3971048295498,0.6028952002525
04005,2016,94277,60744,105095,0.8970645666122,0.5779913663864,0.644314110279,32404,21108,158475,120155,0.6055464148521,0.3944535851479,0.5687650442123,0.43123498559,0.5879020094872,0.4120979905128
04007,2016,35793,23483,41290,0.8668684959412,0.5687333345413,0.656077980995,7003,14182,20103,39471,0.3305640816689,0.6694359183311,0.3374458551407,0.6625541448593,0.3589448928833,0.6410551071167
04009,2016,21028,12535,26380,0.7971190214157,0.4751705825329,0.596109926701,3301,8025,9840,23184,0.2914533019066,0.7085466980934,0.2979651093483,0.7020348906517,0.3093257844448,0.6906741857529
04011,2016,5140,3376,6500,0.7907692193985,0.5193846225739,0.656809329987,1092,1892,3567,5352,0.3659517467022,0.6340482831001,0.3999327421188,0.6000672578812,0.4282622635365,0.5717377662659
04012,2016,11727,6142,15700,0.7469426989555,0.3912101984024,0.523748636246,1575,4003,NA,NA,0.2823592722416,0.7176407575607,NA,NA,0.3092168271542,0.6907832026482
04013,2016,2438481,0,2778335,0.8776770830154,0,0,702907,747361,602635,842425,0.4846738576889,0.5153261423111,0.4170311391354,0.582968890667,0.4546737074852,0.5453262925148
04015,2016,142180,81727,160545,0.8856083750725,0.5090597867966,0.574813604355,17455,58282,57135,151458,0.2304686009884,0.7695314288139,0.2739065885544,0.7260934114456,0.27961131930350003,0.7203886508942
04017,2016,69670,42325,76595,0.9095894098282,0.5525817871094,0.607506811619,16459,20577,88225,93800,0.4444054365158,0.5555945634842,0.484686166048,0.5153138041496,0.4675019681454,0.5324980020523
04019,2016,616901,427102,726020,0.8497024774551,0.5882785320282,0.692334771156,224661,167428,606639,563730,0.5729846954346,0.4270153045654,0.5183314085007,0.4816685914993,0.550212264061,0.4497877061367
04021,2016,227343,131628,286075,0.7946971654892,0.4601171016693,0.578984200954,47892,72819,181608,291148,0.3967492580414,0.6032507419586,0.3841474354267,0.6158525943756,0.4125952720642,0.5874047279358
04023,2016,28708,17156,27410,0.9800000190735,0.6259029507637,0.597603440285,11690,3897,NA,NA,0.7499839663506,0.2500160336494,NA,NA,0.7206664681435,0.2793335020542
04025,2016,155684,116053,176240,0.8833636045456,0.6584941148758,0.745439469814,35590,71330,138108,272128,0.3328656852245,0.6671342849731,0.3366549909115,0.6633449792862,0.3476518392563,0.6523481607437
04027,2016,105472,71335,121565,0.8676181435585,0.5868054032326,0.676340639591,24605,25165,77804,109160,0.4943741261959,0.5056259036064,0.4161442816257,0.5838556885719,0.4534397721291,0.5465602278709
05001,2016,10385,6245,13980,0.7428469061852,0.4467095732689,0.601348102093,1939,3826,9364,14736,0.3363399803638,0.6636599898338,0.3885477185249,0.6114522814751,0.4335703849792,0.5664296150208
05003,2016,12578,7512,15545,0.8091347813606,0.483242213726,0.597233235836,2408,5338,9548,20424,0.3108701407909,0.6891298890114,0.3185639977455,0.6814360022545,0.3660463392735,0.6339536905289
05005,2016,28875,19924,33595,0.8595029115677,0.5930644273758,0.690008640289,4169,14682,16924,56296,0.2211553752422,0.7788445949554,0.2311390340328,0.7688609957695,0.2560187578201,0.7439812421799
05007,2016,143035,97953,165780,0.8628001213074,0.5908613801003,0.684818387032,28005,60871,135497,305410,0.3151019513607,0.6848980784416,0.3073142468929,0.6926857829094,0.2772251367569,0.7227748632431
05009,2016,24402,16151,28675,0.8509851694107,0.5632432699203,0.6618719697,2926,12235,10480,49960,0.1929951906204,0.8070048093796,0.1733950972557,0.8266049027443,0.2313571125269,0.7686429023743
05011,2016,5476,3683,7850,0.6975796222687,0.4691719710827,0.672571241856,1317,2164,6715,10095,0.3783395588398,0.6216604709625,0.3994646072388,0.6005353927612,0.4112854003906,0.5887145996094
05013,2016,3422,0,4180,0.8186602592468,0,0,639,1556,3092,5344,0.2911161780357,0.7088838219643,0.3665244281292,0.6334756016731,0.3372750878334,0.6627249121666
05015,2016,15806,10886,20195,0.7826689481735,0.5390443205833,0.688725829124,3342,6786,16590,33855,0.3299762904644,0.6700236797333,0.3288730382919,0.6711269617081,0.3460512161255,0.6539487838745
05017,2016,6436,4329,8385,0.7675611376762,0.5162790417671,0.672622740269,2350,1716,6864,5472,0.5779635906219,0.4220364093781,0.5564202070236,0.4435797631741,0.6075468659401,0.3924531042576
05019,2016,12392,8593,17815,0.6955935955048,0.4823463261127,0.693431258202,3620,4404,17920,17833,0.4511465728283,0.548853456974,0.5012167096138,0.4987833201885,0.4904923141003,0.5095076560974
05021,2016,8350,5311,11800,0.7076271176338,0.4500847458839,0.636047899723,1199,3781,7635,16430,0.240763053298,0.7592369318008,0.3172657489777,0.6827342510223,0.3761065006256,0.6238934993744
05023,2016,18122,12198,20195,0.8973508477211,0.6040108799934,0.673104524612,2101,9458,11608,33528,0.1817631274462,0.818236887455,0.2571783065796,0.7428216934204,0.2466021925211,0.7533978223801
05025,2016,4964,3461,6340,0.7829653024673,0.5458990335464,0.697219967842,723,2462,4136,8656,0.2270015627146,0.7729984521866,0.3233270943165,0.6766729354858,0.301016241312,0.6989837884903
05027,2016,14487,810,18420,0.7864820957184,0.0439739413559,0.055912196636,3140,5456,8271,16320,0.3652861714363,0.6347138285637,0.3363425731659,0.6636574268341,0.3646553754807,0.6353446245193
05029,2016,11346,8026,15860,0.7153846025467,0.5060529708862,0.707385838032,2656,4849,9069,13209,0.3538973927498,0.6461026072502,0.4070832133293,0.5929167866707,0.4143734872341,0.5856265425682
05031,2016,59905,35949,75465,0.7938116788864,0.476366519928,0.600100159645,10538,22892,51205,116090,0.3152258396149,0.6847741603851,0.306076079607,0.6939238905907,0.3558161854744,0.6441838145256
05033,2016,33430,22612,45395,0.7364247441292,0.4981165230274,0.676398456097,4488,16686,20168,64032,0.211958065629,0.7880419492722,0.2395249456167,0.7604750394821,0.2279234826565,0.7720764875412
05035,2016,30461,16049,35075,0.8684533238411,0.4575623571873,0.526870429516,8410,6964,29648,27116,0.5470274686813,0.452972561121,0.5223028659821,0.4776971340179,0.55784142017360006,0.4421585798264
05037,2016,10471,6990,12985,0.8063920140266,0.5383134484291,0.667558014393,1999,4584,7988,17824,0.3036609590054,0.696339070797,0.3094684779644,0.6905315518379,0.3748524785042,0.6251475214958
05039,2016,4337,2793,5770,0.7516464591026,0.4840554594994,0.643993556499,1165,1509,4684,5716,0.4356769025326,0.5643231272697,0.4503846168518,0.5496153831482,0.4526515007019,0.5473484992981
05041,2016,7831,4276,8775,0.8924216628075,0.4872934520245,0.546034991741,2228,1919,9024,6908,0.5372558236122,0.4627441465855,0.5664072036743,0.4335927665234,0.5839910507202,0.4160089790821
05043,2016,10597,0,14370,0.737439095974,0,0,2365,3968,7239,11103,0.3734407126904,0.626559317112,0.3946679830551,0.6053320169449,0.414158731699,0.5858412981033
05045,2016,75257,48488,90210,0.8342423439026,0.5375013947487,0.64429885149,14629,29346,67080,110528,0.3326662778854,0.6673337221146,0.3776856958866,0.6223143339157,0.3460399508476,0.6539600491524
05047,2016,9896,6802,13610,0.7271124124527,0.4997795820236,0.687348425388,1376,5039,5070,14247,0.2144972681999,0.7855027318001,0.2624631226063,0.737536907196,0.2702313363552,0.7297686338425
05049,2016,6787,4835,9545,0.7110528945923,0.5065479278564,0.712391316891,1067,3471,4236,13016,0.2351256012917,0.7648743987083,0.2455367445946,0.7544632554054,0.3239260911942,0.6760739088058
05051,2016,65604,41173,76140,0.8616233468056,0.5407539010048,0.627598941326,12311,26087,57540,97048,0.3206156492233,0.6793843507767,0.3722151815891,0.6277848482132,0.346821397543,0.6531786322594
05053,2016,11030,7395,13760,0.8015988469124,0.5374273061752,0.670444250107,1373,5725,7508,20060,0.1934347748756,0.8065652251244,0.272344738245,0.7276552319527,0.2615533471107,0.7384466528893
05055,2016,20878,14575,33205,0.6287607550621,0.4389399290085,0.698103249073,3071,10720,13620,39368,0.2226814627647,0.7773185372353,0.2570393383503,0.742960691452,0.3089135885239,0.6910864114761
05057,2016,11860,7116,15465,0.7668929696083,0.4601357877254,0.600000023842,2377,4401,7056,12504,0.3506934344769,0.6493065953255,0.3607361912727,0.6392638087273,0.3732659816742,0.6267340183258
05059,2016,19409,7133,26165,0.7417925000191,0.2726160883904,0.367509931326,3149,8172,NA,NA,0.2781556546688,0.7218443751335,NA,NA,0.3143317699432,0.6856682300568
05061,2016,7148,4722,9390,0.7612353563309,0.5028753876686,0.660604357719,1351,3157,6885,14845,0.2996894419193,0.700310587883,0.3168430626392,0.6831569075584,0.3490593731403,0.6509405970573
05063,2016,21825,13729,27665,0.7889029383659,0.4962588250637,0.629049241543,2881,9936,11241,27060,0.2247795909643,0.7752203941345,0.2934910356998,0.7065089941025,0.3027866780758,0.6972132921219
05065,2016,8061,5526,10935,0.7371742129326,0.5053498148918,0.685522913933,1113,4042,5616,14372,0.2159068882465,0.7840931415558,0.2809685766697,0.719031393528,0.3113164305687,0.6886835694313
05067,2016,8505,5188,13870,0.6131939291954,0.3740446865559,0.609994113445,1583,3267,7804,11832,0.3263917565346,0.6736082434654,0.3974332809448,0.6025667190552,0.4242843389511,0.5757156610489
05069,2016,42463,26009,54375,0.7809287309647,0.4783264398575,0.612509727478,15772,9250,61368,35220,0.6303253173828,0.3696746826172,0.6353584527969,0.3646415770054,0.6340502500534,0.3659497797489
05071,2016,14806,8880,18155,0.8155329227448,0.4891214668751,0.599756836891,2427,6091,11528,22720,0.2849260270596,0.7150739431381,0.3366036117077,0.6633964180946,0.3391926884651,0.6608073115349
05073,2016,4281,2882,5615,0.7624220848083,0.5132680535316,0.67320722341499994,1032,1758,3816,6852,0.3698924779892,0.6301075220108,0.3577052950859,0.6422947049141,0.3918784856796,0.6081215143204
05075,2016,8983,5755,12945,0.6939358711243,0.4445731937885,0.640654563904,1263,4064,6900,19560,0.2370940446854,0.7629059553146,0.2607709765434,0.7392290234566,0.3629289269447,0.6370710730553
05077,2016,4948,3127,7745,0.6388638019562,0.4037443399429,0.631972491741,1735,1229,8180,6355,0.585357606411,0.4146423637867,0.5627794861794,0.4372205138206,0.623127579689,0.376872420311
05079,2016,6037,3875,11170,0.5404655337334,0.3469113707542,0.641875088215,1252,2455,7200,10950,0.3377394080162,0.6622605919838,0.3966942131519,0.6033057570457,0.4206553697586,0.5793446302414
05081,2016,7232,5277,9690,0.7463364005089,0.5445820689201,0.729673683643,1397,3605,NA,NA,0.2792882919312,0.7207117080688,NA,NA,0.2968246042728,0.7031753659248
05083,2016,12718,7996,16640,0.7643029093742,0.4805288314819,0.628715217113,1715,5746,11710,26045,0.2298619449139,0.7701380252838,0.310157597065,0.689842402935,0.2908880710602,0.7091119289398
05085,2016,43330,0,52085,0.8319093585014,0,0,5664,19958,30664,69932,0.2210600227118,0.7789399623871,0.3048232495785,0.6951767206192,0.2637043595314,0.7362956404686
05087,2016,9769,6956,11850,0.8243882060051,0.5870042443275,0.71204829216,1588,4928,10225,22600,0.2437077909708,0.7562922239304,0.3115003705025,0.6884996294975,0.3050746917725,0.6949253082275
05089,2016,10076,7186,13400,0.7519403100014,0.5362686514854,0.713179826736,1434,5336,6600,26325,0.2118168324232,0.7881831526756,0.2004555761814,0.7995443940163,0.25895139575,0.7410486340523
05091,2016,25840,16189,32905,0.7852910161018,0.4919920861721,0.626509308815,4273,11294,16396,43896,0.2744909226894,0.7255091071129,0.2719432115555,0.7280567884445,0.2923830747604,0.7076169252396
05093,2016,21542,13321,31420,0.6856142878532,0.4239656329155,0.618373394012,5670,7061,23722,30776,0.4453695714474,0.554630458355,0.4352820217609,0.5647179484367,0.4991890490055,0.5008109211922
05095,2016,4483,2915,5860,0.7650170922279,0.4974402785301,0.650234222412,1312,1489,6805,6815,0.4684041440487,0.5315958857536,0.4996328949928,0.5003671050072,0.5332626104355,0.4667373895645
05097,2016,4945,3609,7140,0.6925770044327,0.5054621696472,0.729828119278,748,2643,2955,7098,0.2205839008093,0.7794160842896,0.2939420938492,0.7060579061508,0.2976813018322,0.7023187279701
05099,2016,5720,3263,6570,0.8706240653992,0.4966514408588,0.570454537868,1157,2000,4460,7524,0.3664871752262,0.6335128545761,0.3721628785133,0.6278371214867,0.4075992107391,0.5924007892609
05101,2016,6283,0,6290,0.9800000190735,0,0,699,2875,2262,8499,0.1955791860819,0.8044208288193,0.2102035135031,0.7897964715958,0.2582218945026,0.741778075695
05103,2016,16726,10002,18675,0.8956359028816,0.5355823040009,0.597991168499,4321,5351,4052,5277,0.4467535018921,0.5532464981079,0.4343445301056,0.5656554698944,0.4563119411469,0.5436880588531
05105,2016,6235,4320,7985,0.7808390855789,0.5410143733025,0.692862868309,1049,3008,5576,10352,0.2585654556751,0.7414345741272,0.3500753343105,0.6499246358871,0.3317983448505,0.6682016849518
05107,2016,13044,7070,14300,0.9121678471565,0.4944055974483,0.542011678219,4310,2446,17267,11009,0.6379514336586,0.3620485365391,0.6106592416763,0.389340788126,0.6625552773476,0.3374447226524
05109,2016,5560,4025,8160,0.6813725233078,0.4932598173618,0.723920881748,685,3150,4775,14095,0.1786179989576,0.8213819861412,0.2530471682549,0.7469528317451,0.2690831720829,0.7309168577194
05111,2016,12550,7768,18240,0.6880482435226,0.4258771836758,0.618964135647,1880,5502,10130,26785,0.2546735405922,0.7453264594078,0.2744141817093,0.7255858182907,0.3523250520229,0.6476749777794
05113,2016,12469,8322,14940,0.8346050977707,0.5570281147957,0.667415201664,1212,6618,6616,24248,0.1547892689705,0.8452107310295,0.2143597751856,0.7856402397156,0.2219231277704,0.7780768871307
05115,2016,33765,22771,46770,0.7219371199608,0.4868719279766,0.674396574497,5000,16256,29095,76720,0.2352277040482,0.7647722959518,0.2749610245228,0.7250390052795,0.2665005028248,0.7334994673729
